"","Nombre","Año","Fecha","URL","Código","Kilómetros","Precio","Precio.anterior","Tipo.de.vehículo","Combustible","Transmisión","Edad","Precio.USD","Kilómetros.miles","make","model","source","MakeModel"
"1","TOYOTA 4RUNNERLIMITED 4X4",2013,"2016-11-14","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2013_4x4_3_fila___unica_duena_36484511.htm",36484511,46000,18980000,NA,"4x4","Bencina","Automático",3,29020,46,"Toyota","4Runner","Yapo",NA
"2","TOYOTA 4RUNNERLUJO SR5 4X2",2007,"2016-11-14","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2007_36443922.htm",36443922,189000,6100000,NA,"Camioneta","Bencina","Automático",9,9327,189,"Toyota","4Runner","Yapo",NA
"3","TOYOTA 4RUNNERLUJO SR5 4X2",2011,"2016-11-14","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2011_36351133.htm",36351133,101000,12200000,NA,"Camioneta","Bencina","Automático",5,18654,101,"Toyota","4Runner","Yapo",NA
"4","TOYOTA 4RUNNER4RUNNER",2015,"2016-11-14","http://www.yapo.cl/region_metropolitana/autos/toyota_4_runner__36474380.htm",36474380,26500,17200000,NA,"Camioneta","Bencina","Manual",1,26298,26.5,"Toyota","4Runner","Yapo",NA
"5","TOYOTA 4RUNNERSR5 62410",2009,"2016-11-14","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_sr5_4x2_2009_36473128.htm",36473128,107000,7990000,NA,"4x4","Bencina","Automático",7,12217,107,"Toyota","4Runner","Yapo",NA
"6","TOYOTA 4RUNNERLIMITED 4X2",2014,"2016-10-26","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_35060704.htm",35060704,42000,11980000,1.2e+07,"4x4","Bencina","Automático",2,18317,42,"Toyota","4Runner","Yapo",NA
"7","TOYOTA 4RUNNER",2009,"2016-11-14","http://www.yapo.cl/region_metropolitana/autos/toyota_runner_2009_full_automatico_4x2_creditos_36467463.htm",36467463,180000,7990000,NA,"Automóvil","Bencina","Automático",7,12217,180,"Toyota","4Runner","Yapo",NA
"8","TOYOTA 4RUNNERLIMITED 4X4",2012,"2016-11-14","http://www.yapo.cl/region_metropolitana/autos/toyota_4_runner_2012_36466926.htm",36466926,101000,15200000,NA,"4x4","Bencina","Automático",4,23240,101,"Toyota","4Runner","Yapo",NA
"9","TOYOTA 4RUNNER4X2 LUJO V6 5 VE",2004,"2016-11-14","http://www.yapo.cl/region_metropolitana/autos/toyota_4_runner_36462702.htm",36462702,190000,4900000,NA,"4x4","Bencina","Automático",12,7492,190,"Toyota","4Runner","Yapo",NA
"10","TOYOTA 4RUNNERLUJO SR5 4X2",2005,"2016-11-13","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2005_36457478.htm",36457478,2e+05,5850000,NA,"Automóvil","Bencina","Automático",11,8945,200,"Toyota","4Runner","Yapo",NA
"11","TOYOTA 4RUNNERSR5 4X4",2004,"2016-11-13","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_impecable_36453610.htm",36453610,80000,6300000,NA,"4x4","Bencina","Automático",12,9633,80,"Toyota","4Runner","Yapo",NA
"12","TOYOTA 4RUNNERLIMITED 4X2",2013,"2016-11-13","http://www.yapo.cl/region_metropolitana/autos/camioneta_toyota_4x2_36449725.htm",36449725,55000,14500000,NA,"Camioneta","Bencina","Automático",3,22170,55,"Toyota","4Runner","Yapo",NA
"13","TOYOTA 4RUNNERLIMITED 4X2",2005,"2016-11-13","http://www.yapo.cl/region_metropolitana/autos/toyota_4_runner_2005_36445394.htm",36445394,90000,4600000,NA,"Camioneta","Bencina","Automático",11,7033,90,"Toyota","4Runner","Yapo",NA
"14","TOYOTA 4RUNNERSR5 4X4",2009,"2016-11-12","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2009_36405594.htm",36405594,115000,8400000,NA,"4x4","Bencina","Automático",7,12843,115,"Toyota","4Runner","Yapo",NA
"15","TOYOTA 4RUNNER4RUNNER",2011,"2016-11-12","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_36404899.htm",36404899,98600,10650000,NA,"4x4","Bencina","Automático",5,16284,98.6,"Toyota","4Runner","Yapo",NA
"16","TOYOTA 4RUNNERSR5 4X4",2012,"2016-11-12","http://www.yapo.cl/region_metropolitana/autos/toyota_4_runner_2012_36401073.htm",36401073,78000,1.3e+07,NA,"4x4","Bencina","Manual",4,19877,78,"Toyota","4Runner","Yapo",NA
"17","TOYOTA 4RUNNER4X2 LUJO V6 5 VE",2009,"2016-11-11","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2009_36379565.htm",36379565,141000,7980000,NA,"Automóvil","Bencina","Automático",7,12201,141,"Toyota","4Runner","Yapo",NA
"18","TOYOTA 4RUNNERLIMITED 4X2",2010,"2016-10-26","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2010_limited_4x2_35882093.htm",35882093,112000,11400000,NA,"4x4","Bencina","Automático",6,17430,112,"Toyota","4Runner","Yapo",NA
"19","TOYOTA 4RUNNERSR5 4X4",2009,"2016-11-11","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2009_36375381.htm",36375381,109000,7950000,NA,"4x4","Bencina","Automático",7,12155,109,"Toyota","4Runner","Yapo",NA
"20","TOYOTA 4RUNNERLIMITED 4X2",2010,"2016-11-11","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_36372060.htm",36372060,9700,10200000,NA,"Camioneta","Bencina","Automático",6,15596,9.7,"Toyota","4Runner","Yapo",NA
"23","TOYOTA 4RUNNER4RUNNER",2007,"2016-11-10","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2007_36355484.htm",36355484,131000,6690000,NA,"4x4","Bencina","Automático",9,10229,131,"Toyota","4Runner","Yapo",NA
"24","TOYOTA 4RUNNERLUJO SR5 4X2",2005,"2016-11-10","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2005_36341772.htm",36341772,193000,5600000,NA,"4x4","Bencina","Automático",11,8562,193,"Toyota","4Runner","Yapo",NA
"25","TOYOTA 4RUNNERSR5 62419",2011,"2016-11-10","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2011_36341122.htm",36341122,81300,10500000,NA,"Camioneta","Bencina","Automático",5,16054,81.3,"Toyota","4Runner","Yapo",NA
"26","TOYOTA 4RUNNERSR5 4X4",2015,"2016-11-09","http://www.yapo.cl/region_metropolitana/autos/toyota_all_new_4runner_sr5_4x4_4_0_aut___2015_36325794.htm",36325794,52427,17500000,17900000,"4x4","Bencina","Automático",1,26757,52.427,"Toyota","4Runner","Yapo",NA
"27","TOYOTA 4RUNNERSR5 4X4",2012,"2016-11-09","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2012_36325410.htm",36325410,135000,13380000,NA,"4x4","Bencina","Automático",4,20458,135,"Toyota","4Runner","Yapo",NA
"28","TOYOTA 4RUNNER4RUNNER",2011,"2016-11-09","http://www.yapo.cl/region_metropolitana/autos/vendo_toyota_yaris_2011_36310646.htm",36310646,65000,4700000,NA,"Automóvil","Bencina","Manual",5,7186,65,"Toyota","4Runner","Yapo",NA
"29","TOYOTA 4RUNNERLUJO V6 5VEL 4WD",2006,"2016-11-09","http://www.yapo.cl/region_metropolitana/autos/4runner_impecable_urgente_36055212.htm",36055212,158000,6700000,7190000,"4x4","Bencina","Automático",10,10244,158,"Toyota","4Runner","Yapo",NA
"30","TOYOTA 4RUNNER4RUNNER",2005,"2016-11-08","http://www.yapo.cl/region_metropolitana/autos/toyota_runner_2005_36287024.htm",36287024,170000,4850000,NA,"Camioneta","Bencina","Automático",11,7416,170,"Toyota","4Runner","Yapo",NA
"31","TOYOTA 4RUNNERSR5 4X4",2010,"2016-11-08","http://www.yapo.cl/region_metropolitana/autos/vendo_toyota_4runner_ano_2010_4x4_excelente_estado_36283200.htm",36283200,103000,10500000,NA,"4x4","Bencina","Automático",6,16054,103,"Toyota","4Runner","Yapo",NA
"33","TOYOTA 4RUNNERSR5 LUJO 3 CORRIDA AST",2013,"2016-11-07","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_sr5_2013_4x2_36252727.htm",36252727,88000,14490000,NA,"Camioneta","Bencina","Automático",3,22155,88,"Toyota","4Runner","Yapo",NA
"34","TOYOTA 4RUNNERSR5 4X4",2011,"2016-11-07","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2011_4x4_36235718.htm",36235718,130000,11500000,NA,"4x4","Bencina","Automático",5,17583,130,"Toyota","4Runner","Yapo",NA
"35","TOYOTA 4RUNNER4RUNNER",2008,"2016-11-07","http://www.yapo.cl/region_metropolitana/autos/vendo_toyota_4runner_4x4_2008_36232062.htm",36232062,165000,7500000,NA,"4x4","Bencina","Automático",8,11467,165,"Toyota","4Runner","Yapo",NA
"36","TOYOTA 4RUNNERLIMITED 4X2",2005,"2016-11-07","http://www.yapo.cl/region_metropolitana/autos/camionetas_36230840.htm",36230840,152853,5800000,NA,"4x4","Bencina","Automático",11,8868,152.853,"Toyota","4Runner","Yapo",NA
"37","TOYOTA 4RUNNERSR5 4X4",2011,"2016-11-06","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2011_sr5_4x4_unico_dueno_36215622.htm",36215622,76500,12300000,NA,"4x4","Bencina","Automático",5,18806,76.5,"Toyota","4Runner","Yapo",NA
"38","TOYOTA 4RUNNER4X2 LUJO V6 5 VE",2005,"2016-11-05","http://www.yapo.cl/region_metropolitana/autos/vendo_toyota_4_runner_2005__36167686.htm",36167686,118000,6680000,NA,"4x4","Bencina","Automático",11,10214,118,"Toyota","4Runner","Yapo",NA
"39","TOYOTA 4RUNNERLIMITED 4X2",2015,"2016-11-03","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2015_36129629.htm",36129629,25284,11500000,NA,"4x4","Bencina","Manual",1,17583,25.284,"Toyota","4Runner","Yapo",NA
"40","TOYOTA 4RUNNER",2011,"2016-11-03","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2011_4x2_sr5_automatica_36126464.htm",36126464,64000,10500000,NA,"Automóvil","Bencina","Automático",5,16054,64,"Toyota","4Runner","Yapo",NA
"41","TOYOTA 4RUNNERSR5 LUJO 3 CORRIDA AST",2012,"2016-11-03","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2012_3_corridas_de_asiento_36117940.htm",36117940,43000,13300000,NA,"4x4","Bencina","Automático",4,20335,43,"Toyota","4Runner","Yapo",NA
"42","TOYOTA 4RUNNER4RUNNER",2011,"2016-10-04","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2011_34688193.htm",34688193,66000,11990000,12990000,"4x4","Bencina","Automático",5,18332,66,"Toyota","4Runner","Yapo",NA
"44","TOYOTA 4RUNNERLUJO SR5 4X2",2006,"2016-11-03","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_sr5_4x2_134_000kms__2006_36101923.htm",36101923,134000,6490000,NA,"4x4","Bencina","Automático",10,9923,134,"Toyota","4Runner","Yapo",NA
"45","TOYOTA 4RUNNER4X2 LUJO V6 5 VE",2006,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_36087645.htm",36087645,106000,7750000,8e+06,"4x4","Bencina","Automático",10,11850,106,"Toyota","4Runner","Yapo",NA
"46","TOYOTA 4RUNNER4RUNNER",2008,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_36087443.htm",36087443,200,7300000,NA,"4x4","Bencina","Manual",8,11162,0.2,"Toyota","4Runner","Yapo",NA
"47","TOYOTA 4RUNNERLUJO SR5 4X2",2012,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/toyota_4_runner_4x2_2012_36063719.htm",36063719,78000,12990000,NA,"4x4","Bencina","Automático",4,19861,78,"Toyota","4Runner","Yapo",NA
"48","TOYOTA 4RUNNERSR",2008,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2008_36062941.htm",36062941,2e+05,7500000,NA,"Automóvil","Bencina","Automático",8,11467,200,"Toyota","4Runner","Yapo",NA
"49","TOYOTA 4RUNNERSR5 LUJO 3 CORRIDA AST",2014,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/totota_runner_sr5_autm__4_2_escucho_ofertas_36058985.htm",36058985,50000,14990000,15990000,"4x4","Bencina","Automático",2,22919,50,"Toyota","4Runner","Yapo",NA
"50","TOYOTA 4RUNNERLUJO SR5 4X2",2014,"2016-11-01","http://www.yapo.cl/region_metropolitana/autos/toyota_4_runner_36044917.htm",36044917,55000,15700000,NA,"Camioneta","Bencina","Automático",2,24005,55,"Toyota","4Runner","Yapo",NA
"51","TOYOTA 4RUNNERLIMITED 4X4",2000,"2016-10-31","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2000_36009873.htm",36009873,183000,5200000,NA,"4x4","Bencina","Automático",16,7951,183,"Toyota","4Runner","Yapo",NA
"52","TOYOTA 4RUNNER",2009,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2009_35947677.htm",35947677,114000,7990000,NA,"4x4","Bencina","Automático",7,12217,114,"Toyota","4Runner","Yapo",NA
"53","TOYOTA 4RUNNERSR5 LUJO 3 CORRIDA AST",2015,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2015_33282004.htm",33282004,15000,18500000,1.9e+07,"4x4","Bencina","Automático",1,28286,15,"Toyota","4Runner","Yapo",NA
"54","TOYOTA 4RUNNERLIMITED 4X4",2013,"2016-10-27","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2013_35910516.htm",35910516,62000,17490000,NA,"4x4","Bencina","Automático",3,26742,62,"Toyota","4Runner","Yapo",NA
"55","TOYOTA 4RUNNERLUJO SR5 4X2",2009,"2016-10-26","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2009_4x2_35863924.htm",35863924,116000,7900000,NA,"4x4","Bencina","Automático",7,12079,116,"Toyota","4Runner","Yapo",NA
"56","TOYOTA 4RUNNERLUJO SR5 4X2",2006,"2016-10-25","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2006_35861919.htm",35861919,250000,6450000,NA,"4x4","Bencina","Automático",10,9862,250,"Toyota","4Runner","Yapo",NA
"57","TOYOTA 4RUNNERS/LUJO V6 5 VEL.",2002,"2016-10-25","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_limited_2002_35848575.htm",35848575,220000,3e+06,NA,"4x4","Bencina","Automático",14,4587,220,"Toyota","4Runner","Yapo",NA
"58","TOYOTA 4RUNNER4RUNNER",2000,"2016-10-25","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2000_kilometraje_real_32890277.htm",32890277,183527,5990000,6e+06,"4x4","Bencina","Automático",16,9159,183.527,"Toyota","4Runner","Yapo",NA
"59","TOYOTA 4RUNNERLIMITED 4X2",2011,"2016-10-25","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2011_35833349.htm",35833349,77618,11400000,NA,"4x4","Bencina","Automático",5,17430,77.618,"Toyota","4Runner","Yapo",NA
"60","TOYOTA 4RUNNERLUJO SR5 4X2",2006,"2016-10-24","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2006_35793845.htm",35793845,180000,5800000,NA,"4x4","Bencina","Automático",10,8868,180,"Toyota","4Runner","Yapo",NA
"61","TOYOTA 4RUNNER4X2 LUJO V6 5 VE",2007,"2016-10-24","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2007_35793318.htm",35793318,230000,7e+06,7200000,"Automóvil","Bencina","Automático",9,10703,230,"Toyota","4Runner","Yapo",NA
"63","TOYOTA 4RUNNERLIMITED 4X2",2008,"2016-10-21","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2008_35721617.htm",35721617,95000,7400000,NA,"Camioneta","Bencina","Automático",8,11314,95,"Toyota","4Runner","Yapo",NA
"64","TOYOTA 4RUNNERSR5 4X4",2011,"2016-10-21","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2011_3_corridas_de_asientos_35711551.htm",35711551,80000,11980000,NA,"4x4","Bencina","Automático",5,18317,80,"Toyota","4Runner","Yapo",NA
"65","TOYOTA 4RUNNERSR5 4X4",2012,"2016-10-20","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_4x4_2012_35676922.htm",35676922,80800,13480000,NA,"4x4","Bencina","Automático",4,20611,80.8,"Toyota","4Runner","Yapo",NA
"66","TOYOTA 4RUNNERSR5 LUJO 3 CORRIDA AST",2015,"2016-10-20","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_4x4_2015_35676769.htm",35676769,47000,19400000,19890000,"4x4","Bencina","Automático",1,29662,47,"Toyota","4Runner","Yapo",NA
"67","TOYOTA 4RUNNERLUJO SR5 4X2",2013,"2016-10-20","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2013_35673799.htm",35673799,66700,1.3e+07,NA,"4x4","Bencina","Automático",3,19877,66.7,"Toyota","4Runner","Yapo",NA
"68","TOYOTA 4RUNNERLIMITED 4X2",2009,"2016-10-19","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2009_35650934.htm",35650934,138000,7200000,NA,"Camioneta","Bencina","Automático",7,11009,138,"Toyota","4Runner","Yapo",NA
"69","TOYOTA 4RUNNERSR5 4X4",2011,"2016-10-19","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2011_35642429.htm",35642429,130000,11400000,NA,"4x4","Bencina","Automático",5,17430,130,"Toyota","4Runner","Yapo",NA
"70","TOYOTA 4RUNNERSR5 4X4",2004,"2016-10-18","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_35627208.htm",35627208,155000,6800000,NA,"4x4","Bencina","Automático",12,10397,155,"Toyota","4Runner","Yapo",NA
"71","TOYOTA 4RUNNERLUJO V6 5VEL 4WD",2013,"2016-10-18","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2013_35625366.htm",35625366,82500,13690000,NA,"4x4","Bencina","Automático",3,20932,82.5,"Toyota","4Runner","Yapo",NA
"72","TOYOTA 4RUNNER",2010,"2016-10-18","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2010_34848026.htm",34848026,78000,10490000,10990000,"Automóvil","Bencina","Automático",6,16039,78,"Toyota","4Runner","Yapo",NA
"73","TOYOTA 4RUNNERSR5 4X4",2011,"2016-10-17","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2011_35353760.htm",35353760,114500,11250000,NA,"4x4","Bencina","Automático",5,17201,114.5,"Toyota","4Runner","Yapo",NA
"74","TOYOTA 4RUNNERLIMITED 4X2",2011,"2016-10-17","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_limited_2011_35148936.htm",35148936,69000,12900000,NA,"Camioneta","Bencina","Automático",5,19724,69,"Toyota","4Runner","Yapo",NA
"75","TOYOTA 4RUNNERLIMITED 4X2",2011,"2016-10-17","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_limited_aut_2011_35562496.htm",35562496,123619,11490000,NA,"4x4","Bencina","Automático",5,17568,123.619,"Toyota","4Runner","Yapo",NA
"76","TOYOTA 4RUNNER4X2 LUJO V6 5 VE",2011,"2016-10-16","http://www.yapo.cl/region_metropolitana/autos/camioneta_toyota_hilux_35549347.htm",35549347,125,1.1e+07,NA,"4x4","Bencina","Automático",5,16819,0.125,"Toyota","4Runner","Yapo",NA
"77","TOYOTA 4RUNNERSR5 4X4",2011,"2016-10-16","http://www.yapo.cl/region_metropolitana/autos/toyota_4_runner_4x4_full_35538829.htm",35538829,65000,12990000,1.3e+07,"4x4","Bencina","Automático",5,19861,65,"Toyota","4Runner","Yapo",NA
"78","TOYOTA 4RUNNERSR5 4X4",2004,"2016-10-15","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2004_4x4_4_0_imperdible_35511992.htm",35511992,76000,6790000,NA,"4x4","Bencina","Automático",12,10382,76,"Toyota","4Runner","Yapo",NA
"80","TOYOTA 4RUNNERLIMITED 4X4",2011,"2016-10-13","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2011_toyota_4runner_35466727.htm",35466727,100841,11300000,NA,"4x4","Bencina","Automático",5,17277,100.841,"Toyota","4Runner","Yapo",NA
"81","TOYOTA 4RUNNERLIMITED 4X2",2011,"2016-10-13","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_4_runner_2011_4x2_unica_duena_35456026.htm",35456026,108000,10850000,11190000,"Automóvil","Bencina","Automático",5,16589,108,"Toyota","4Runner","Yapo",NA
"82","TOYOTA 4RUNNERLUJO",2003,"2016-10-13","http://www.yapo.cl/region_metropolitana/autos/toyota_4_rruner_35455681.htm",35455681,200,5850000,NA,"Automóvil","Bencina","Automático",13,8945,0.2,"Toyota","4Runner","Yapo",NA
"83","TOYOTA 4RUNNERLUJO V6 4 VEL.",2008,"2016-10-10","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2008_35151372.htm",35151372,150000,7500000,NA,"4x4","Bencina","Automático",8,11467,150,"Toyota","4Runner","Yapo",NA
"84","TOYOTA 4RUNNERSR5 4X4",2004,"2016-10-10","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2004_perfecto_estado_35339428.htm",35339428,160000,6600000,6500000,"4x4","Bencina","Automático",12,10091,160,"Toyota","4Runner","Yapo",NA
"85","TOYOTA 4RUNNER4RUNNER",2009,"2016-10-08","http://www.yapo.cl/region_metropolitana/autos/toyota_4x4_rnner__35308879.htm",35308879,166000,8990000,NA,"4x4","Bencina","Automático",7,13746,166,"Toyota","4Runner","Yapo",NA
"86","TOYOTA 4RUNNERSR5 4X4",2007,"2016-10-08","http://www.yapo.cl/region_metropolitana/autos/4_runner_4x4_35291233.htm",35291233,2e+05,6590000,NA,"4x4","Bencina","Automático",9,10076,200,"Toyota","4Runner","Yapo",NA
"87","TOYOTA 4RUNNERSR5 4X4",2012,"2016-10-07","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_sr5_4x4__35285759.htm",35285759,65000,12500000,NA,"Camioneta","Diesel","Automático",4,19112,65,"Toyota","4Runner","Yapo",NA
"88","TOYOTA 4RUNNERLIMITED V6 5 VEL.",2004,"2016-10-07","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2004_35269588.htm",35269588,2e+05,5980000,NA,"4x4","Bencina","Automático",12,9143,200,"Toyota","4Runner","Yapo",NA
"89","TOYOTA 4RUNNERSR5 62410",2014,"2016-10-06","http://www.yapo.cl/region_metropolitana/autos/toyota_4_runner_sr5_2010_35040722.htm",35040722,172000,10500000,NA,"4x4","Bencina","Automático",2,16054,172,"Toyota","4Runner","Yapo",NA
"90","TOYOTA 4RUNNERSR5 4X4",2013,"2016-10-06","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2013_sr5_4x4_unico_dueno_35251092.htm",35251092,71000,15690000,NA,"4x4","Bencina","Automático",3,23990,71,"Toyota","4Runner","Yapo",NA
"91","TOYOTA 4RUNNERLIMITED 4X4",2004,"2016-10-06","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2004_35249416.htm",35249416,193000,6350000,NA,"4x4","Bencina","Automático",12,9709,193,"Toyota","4Runner","Yapo",NA
"92","TOYOTA 4RUNNERSR5 4X4",2004,"2016-10-05","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2004_35223018.htm",35223018,133000,5580000,6190000,"4x4","Bencina","Automático",12,8532,133,"Toyota","4Runner","Yapo",NA
"93","TOYOTA 4RUNNERSR5 4X4",2011,"2016-10-05","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2011_33885985.htm",33885985,151000,11154000,11500000,"4x4","Bencina","Automático",5,17054,151,"Toyota","4Runner","Yapo",NA
"94","TOYOTA 4RUNNERLUJO SR5 4X2",2011,"2016-10-05","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2011_35211657.htm",35211657,88000,11900000,NA,"4x4","Bencina","Automático",5,18195,88,"Toyota","4Runner","Yapo",NA
"95","TOYOTA 4RUNNERLUJO SR5 4X2",2010,"2016-10-05","http://www.yapo.cl/region_metropolitana/autos/toyota_4_runner_sr5_35207852.htm",35207852,94000,9800000,10700000,"4x4","Bencina","Automático",6,14984,94,"Toyota","4Runner","Yapo",NA
"96","TOYOTA 4RUNNERLUJO V6 5VEL 2WD",2006,"2016-10-04","http://www.yapo.cl/region_metropolitana/autos/toyota_4_runner_sr5_35194209.htm",35194209,136000,6e+06,NA,"4x4","Bencina","Automático",10,9174,136,"Toyota","4Runner","Yapo",NA
"97","TOYOTA 4RUNNER4RUNNER",2009,"2016-10-04","http://www.yapo.cl/region_metropolitana/autos/toyota_4_runner_2009_35194206.htm",35194206,88000,9e+06,NA,"Camioneta","Bencina","Automático",7,13761,88,"Toyota","4Runner","Yapo",NA
"98","TOYOTA 4RUNNERSR5 4X4",2010,"2016-10-04","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_sr5_4_0_aut_2010_35036856.htm",35036856,82185,9490000,NA,"4x4","Bencina","Automático",6,14510,82.185,"Toyota","4Runner","Yapo",NA
"99","TOYOTA 4RUNNER4RUNNER",2011,"2016-10-03","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2011_4x2_35157416.htm",35157416,72300,10750000,NA,"Automóvil","Bencina","Automático",5,16437,72.3,"Toyota","4Runner","Yapo",NA
"101","TOYOTA 4RUNNER4RUNNER",2005,"2016-10-02","http://www.yapo.cl/region_metropolitana/autos/toyota_4_runner_para_reparar_35112478.htm",35112478,90000,4e+06,NA,"Automóvil","Bencina","Automático",11,6116,90,"Toyota","4Runner","Yapo",NA
"103","TOYOTA 4RUNNER4X2 LUJO V6 5 VE",2006,"2016-09-30","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2006_35069563.htm",35069563,185000,5900000,6e+06,"4x4","Bencina","Automático",10,9021,185,"Toyota","4Runner","Yapo",NA
"107","TOYOTA 4RUNNERLIMITED 4X4",2012,"2016-09-27","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2012_34754694.htm",34754694,70000,1.5e+07,NA,"4x4","Bencina","Automático",4,22935,70,"Toyota","4Runner","Yapo",NA
"108","TOYOTA 4RUNNERLUJO SR5 4X2",2006,"2016-09-26","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_lujo_sr5_4x2_34921748.htm",34921748,122000,6600000,NA,"Camioneta","Bencina","Automático",10,10091,122,"Toyota","4Runner","Yapo",NA
"109","TOYOTA 4RUNNERLIMITED 4X2",2010,"2016-09-25","http://www.yapo.cl/region_metropolitana/autos/toyota_4_runner_limited_2010_34916704.htm",34916704,110000,11200000,NA,"Automóvil","Bencina","Automático",6,17125,110,"Toyota","4Runner","Yapo",NA
"110","TOYOTA 4RUNNERLIMITED 4X2",2012,"2016-09-25","http://www.yapo.cl/region_metropolitana/autos/4runner_limited_4x2_34915513.htm",34915513,131000,13250000,NA,"4x4","Bencina","Automático",4,20259,131,"Toyota","4Runner","Yapo",NA
"111","TOYOTA 4RUNNERSR5 4X4",2006,"2016-09-23","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_ano_2006_34843243.htm",34843243,160000,6700000,7e+06,"4x4","Bencina","Automático",10,10244,160,"Toyota","4Runner","Yapo",NA
"113","TOYOTA 4RUNNERLIMITED 4X2",2011,"2016-09-22","http://www.yapo.cl/region_metropolitana/autos/toyota_4runner_2011_34831039.htm",34831039,120000,11200000,NA,"Camioneta","Bencina","Automático",5,17125,120,"Toyota","4Runner","Yapo",NA
"114","TOYOTA 4RUNNER4RUNNER",2010,"2016-09-21","http://www.yapo.cl/region_metropolitana/autos/toyota_runner_32024829.htm",32024829,160000,9e+06,NA,"4x4","Bencina","Automático",6,13761,160,"Toyota","4Runner","Yapo",NA
