"","Nombre","Año","Fecha","URL","Código","Kilómetros","Precio","Precio.anterior","Tipo.de.vehículo","Combustible","Transmisión","Edad","Precio.USD","Kilómetros.miles","make","model","source","MakeModel"
"1006","SUZUKI GRAND NOMADE2.0 GLX 4X2",2010,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_impecable_35817933.htm",35817933,99000,7200000,NA,"4x4","Bencina","Manual",6,11009,99,"Suzuki","GrandNomade","Yapo",NA
"1007","SUZUKI GRAND NOMADE2.0 GLX 4X2",2010,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_impecable_35817933.htm",35817933,99000,7200000,NA,"4x4","Bencina","Manual",6,11009,99,"Suzuki","GrandNomade","Yapo",NA
"1008","SUZUKI GRAND NOMADE2.0 4X4",2000,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/susuki_grand_nomade_2_0_36084949.htm",36084949,2e+05,4500000,NA,"4x4","Bencina","Manual",16,6880,200,"Suzuki","GrandNomade","Yapo",NA
"1009","SUZUKI GRAND NOMADE2.0 4X4",2000,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/susuki_grand_nomade_2_0_36084949.htm",36084949,2e+05,4500000,NA,"4x4","Bencina","Manual",16,6880,200,"Suzuki","GrandNomade","Yapo",NA
"1010","SUZUKI GRAND NOMADE2.0 GLX 4X4",2005,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2005___filete_36079376.htm",36079376,125000,4990000,NA,"4x4","Bencina","Manual",11,7630,125,"Suzuki","GrandNomade","Yapo",NA
"1011","SUZUKI GRAND NOMADE2.0 GLX 4X4",2005,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2005___filete_36079376.htm",36079376,125000,4990000,NA,"4x4","Bencina","Manual",11,7630,125,"Suzuki","GrandNomade","Yapo",NA
"1012","SUZUKI GRAND NOMADE2.0 GLX SPORT 4X4",2004,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2004_36073363.htm",36073363,218000,4800000,NA,"4x4","Bencina","Automático",12,7339,218,"Suzuki","GrandNomade","Yapo",NA
"1013","SUZUKI GRAND NOMADE2.0 GLX SPORT 4X4",2004,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2004_36073363.htm",36073363,218000,4800000,NA,"4x4","Bencina","Automático",12,7339,218,"Suzuki","GrandNomade","Yapo",NA
"1014","SUZUKI GRAND NOMADEGLX 4X4",2007,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2007_diesel_4x4_36072233.htm",36072233,92000,6900000,NA,"4x4","Diesel","Manual",9,10550,92,"Suzuki","GrandNomade","Yapo",NA
"1015","SUZUKI GRAND NOMADEGLX 4X4",2007,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2007_diesel_4x4_36072233.htm",36072233,92000,6900000,NA,"4x4","Diesel","Manual",9,10550,92,"Suzuki","GrandNomade","Yapo",NA
"1016","SUZUKI GRAND NOMADEGRAND NOMADE",2010,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2010_36066944.htm",36066944,1e+05,6200000,NA,"Camioneta","Bencina","Manual",6,9480,100,"Suzuki","GrandNomade","Yapo",NA
"1017","SUZUKI GRAND NOMADEGRAND NOMADE",2010,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2010_36066944.htm",36066944,1e+05,6200000,NA,"Camioneta","Bencina","Manual",6,9480,100,"Suzuki","GrandNomade","Yapo",NA
"1018","SUZUKI GRAND NOMADEGLX 4X4",2007,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/grand_nomade_4x4_2007_36060352.htm",36060352,130000,6300000,NA,"Automóvil","Bencina","Manual",9,9633,130,"Suzuki","GrandNomade","Yapo",NA
"1019","SUZUKI GRAND NOMADEGLX 4X4",2007,"2016-11-02","http://www.yapo.cl/region_metropolitana/autos/grand_nomade_4x4_2007_36060352.htm",36060352,130000,6300000,NA,"Automóvil","Bencina","Manual",9,9633,130,"Suzuki","GrandNomade","Yapo",NA
"1020","SUZUKI GRAND NOMADE2.0 2WD GLX",2011,"2016-11-01","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2011_36050586.htm",36050586,96000,7200000,NA,"Automóvil","Bencina","Manual",5,11009,96,"Suzuki","GrandNomade","Yapo",NA
"1021","SUZUKI GRAND NOMADE2.0 2WD GLX",2011,"2016-11-01","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2011_36050586.htm",36050586,96000,7200000,NA,"Automóvil","Bencina","Manual",5,11009,96,"Suzuki","GrandNomade","Yapo",NA
"1022","SUZUKI GRAND NOMADE2.0 4X4",2004,"2016-11-01","http://www.yapo.cl/region_metropolitana/autos/se_vende_grand_nomade_2004_35863477.htm",35863477,183000,4250000,NA,"Automóvil","Bencina","Manual",12,6498,183,"Suzuki","GrandNomade","Yapo",NA
"1023","SUZUKI GRAND NOMADE2.0 4X4",2004,"2016-11-01","http://www.yapo.cl/region_metropolitana/autos/se_vende_grand_nomade_2004_35863477.htm",35863477,183000,4250000,NA,"Automóvil","Bencina","Manual",12,6498,183,"Suzuki","GrandNomade","Yapo",NA
"1024","SUZUKI GRAND NOMADE2.0 GLX 4X4",2008,"2016-11-01","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2008_36047212.htm",36047212,125000,6600000,NA,"Camioneta","Bencina","Automático",8,10091,125,"Suzuki","GrandNomade","Yapo",NA
"1025","SUZUKI GRAND NOMADE2.0 GLX 4X4",2008,"2016-11-01","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2008_36047212.htm",36047212,125000,6600000,NA,"Camioneta","Bencina","Automático",8,10091,125,"Suzuki","GrandNomade","Yapo",NA
"1026","SUZUKI GRAND NOMADE2.0 GLX 4X2",2011,"2016-11-01","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2011_glx_36032831.htm",36032831,78000,7300000,NA,"Automóvil","Bencina","Manual",5,11162,78,"Suzuki","GrandNomade","Yapo",NA
"1027","SUZUKI GRAND NOMADE2.0 GLX 4X2",2011,"2016-11-01","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2011_glx_36032831.htm",36032831,78000,7300000,NA,"Automóvil","Bencina","Manual",5,11162,78,"Suzuki","GrandNomade","Yapo",NA
"1028","SUZUKI GRAND NOMADE2.4 2WD GLX SPORT",2009,"2016-11-01","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2009_36030212.htm",36030212,88000,6800000,NA,"4x4","Bencina","Manual",7,10397,88,"Suzuki","GrandNomade","Yapo",NA
"1029","SUZUKI GRAND NOMADE2.4 2WD GLX SPORT",2009,"2016-11-01","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2009_36030212.htm",36030212,88000,6800000,NA,"4x4","Bencina","Manual",7,10397,88,"Suzuki","GrandNomade","Yapo",NA
"1030","SUZUKI GRAND NOMADE2.0 AT 4X4",2008,"2016-10-31","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2008_36019055.htm",36019055,134000,6300000,NA,"4x4","Bencina","Automático",8,9633,134,"Suzuki","GrandNomade","Yapo",NA
"1031","SUZUKI GRAND NOMADE2.0 AT 4X4",2008,"2016-10-31","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2008_36019055.htm",36019055,134000,6300000,NA,"4x4","Bencina","Automático",8,9633,134,"Suzuki","GrandNomade","Yapo",NA
"1032","SUZUKI GRAND NOMADE2.4 2WD GLX SPORT",2015,"2016-10-31","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2015_36014667.htm",36014667,5695,9890000,NA,"Automóvil","Bencina","Manual",1,15122,5.695,"Suzuki","GrandNomade","Yapo",NA
"1033","SUZUKI GRAND NOMADE2.4 2WD GLX SPORT",2015,"2016-10-31","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2015_36014667.htm",36014667,5695,9890000,NA,"Automóvil","Bencina","Manual",1,15122,5.695,"Suzuki","GrandNomade","Yapo",NA
"1034","SUZUKI GRAND NOMADE2.0 2WD GLX",2007,"2016-10-31","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_35807946.htm",35807946,127000,5700000,6200000,"Automóvil","Bencina","Manual",9,8715,127,"Suzuki","GrandNomade","Yapo",NA
"1035","SUZUKI GRAND NOMADE2.4 AT GLX NAV",2011,"2016-10-31","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade__36011680.htm",36011680,104000,7800000,NA,"4x4","Bencina","Manual",5,11926,104,"Suzuki","GrandNomade","Yapo",NA
"1036","SUZUKI GRAND NOMADE2.4 AT GLX NAV",2011,"2016-10-31","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade__36011680.htm",36011680,104000,7800000,NA,"4x4","Bencina","Manual",5,11926,104,"Suzuki","GrandNomade","Yapo",NA
"1037","SUZUKI GRAND NOMADE2.0 4X4",2002,"2016-10-31","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2002_33494831.htm",33494831,229000,4200000,NA,"Automóvil","Bencina","Manual",14,6422,229,"Suzuki","GrandNomade","Yapo",NA
"1038","SUZUKI GRAND NOMADE2.0 4X4",2002,"2016-10-31","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2002_33494831.htm",33494831,229000,4200000,NA,"Automóvil","Bencina","Manual",14,6422,229,"Suzuki","GrandNomade","Yapo",NA
"1039","SUZUKI GRAND NOMADE2.0 GLX 4X4",2006,"2016-10-30","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2006_36001713.htm",36001713,131000,5e+06,NA,"4x4","Bencina","Manual",10,7645,131,"Suzuki","GrandNomade","Yapo",NA
"1040","SUZUKI GRAND NOMADE2.0 GLX 4X4",2006,"2016-10-30","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2006_36001713.htm",36001713,131000,5e+06,NA,"4x4","Bencina","Manual",10,7645,131,"Suzuki","GrandNomade","Yapo",NA
"1041","SUZUKI GRAND NOMADE2.4 GLX NAV",2013,"2016-10-30","http://www.yapo.cl/region_metropolitana/autos/suzuki_gran_nomade_2013_36000769.htm",36000769,55000,8500000,NA,"Camioneta","Bencina","Manual",3,12996,55,"Suzuki","GrandNomade","Yapo",NA
"1042","SUZUKI GRAND NOMADE2.4 GLX NAV",2013,"2016-10-30","http://www.yapo.cl/region_metropolitana/autos/suzuki_gran_nomade_2013_36000769.htm",36000769,55000,8500000,NA,"Camioneta","Bencina","Manual",3,12996,55,"Suzuki","GrandNomade","Yapo",NA
"1043","SUZUKI GRAND NOMADE2.5 4X4",2001,"2016-10-30","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2_5_v6_35997479.htm",35997479,187000,4200000,NA,"4x4","Bencina","Manual",15,6422,187,"Suzuki","GrandNomade","Yapo",NA
"1044","SUZUKI GRAND NOMADE2.5 4X4",2001,"2016-10-30","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2_5_v6_35997479.htm",35997479,187000,4200000,NA,"4x4","Bencina","Manual",15,6422,187,"Suzuki","GrandNomade","Yapo",NA
"1045","SUZUKI GRAND NOMADE2.0 GLX 4X2",2010,"2016-10-30","http://www.yapo.cl/region_metropolitana/autos/vendo_urgente_gran_nomade__35991364.htm",35991364,132,6400000,NA,"Automóvil","Bencina","Manual",6,9785,0.132,"Suzuki","GrandNomade","Yapo",NA
"1046","SUZUKI GRAND NOMADE2.0 GLX 4X2",2010,"2016-10-30","http://www.yapo.cl/region_metropolitana/autos/vendo_urgente_gran_nomade__35991364.htm",35991364,132,6400000,NA,"Automóvil","Bencina","Manual",6,9785,0.132,"Suzuki","GrandNomade","Yapo",NA
"1047","SUZUKI GRAND NOMADE2.0 2WD GLX",2001,"2016-10-29","http://www.yapo.cl/region_metropolitana/autos/suzuki_gran_nomade__35975254.htm",35975254,247,3300000,NA,"Automóvil","Bencina","Manual",15,5046,0.247,"Suzuki","GrandNomade","Yapo",NA
"1048","SUZUKI GRAND NOMADE2.0 2WD GLX",2001,"2016-10-29","http://www.yapo.cl/region_metropolitana/autos/suzuki_gran_nomade__35975254.htm",35975254,247,3300000,NA,"Automóvil","Bencina","Manual",15,5046,0.247,"Suzuki","GrandNomade","Yapo",NA
"1049","SUZUKI GRAND NOMADE2.0 4X4",2000,"2016-10-29","http://www.yapo.cl/region_metropolitana/autos/jeep_suzuki_grand_nomada__35965411.htm",35965411,140,4e+06,NA,"Automóvil","Bencina","Manual",16,6116,0.14,"Suzuki","GrandNomade","Yapo",NA
"1050","SUZUKI GRAND NOMADE2.0 4X4",2000,"2016-10-29","http://www.yapo.cl/region_metropolitana/autos/jeep_suzuki_grand_nomada__35965411.htm",35965411,140,4e+06,NA,"Automóvil","Bencina","Manual",16,6116,0.14,"Suzuki","GrandNomade","Yapo",NA
"1051","SUZUKI GRAND NOMADE2.0 4X4",2000,"2016-10-29","http://www.yapo.cl/region_metropolitana/autos/jeep_suzuki_grand_nomade_35964860.htm",35964860,140,4e+06,NA,"Automóvil","Bencina","Manual",16,6116,0.14,"Suzuki","GrandNomade","Yapo",NA
"1052","SUZUKI GRAND NOMADE2.0 4X4",2000,"2016-10-29","http://www.yapo.cl/region_metropolitana/autos/jeep_suzuki_grand_nomade_35964860.htm",35964860,140,4e+06,NA,"Automóvil","Bencina","Manual",16,6116,0.14,"Suzuki","GrandNomade","Yapo",NA
"1055","SUZUKI GRAND NOMADE2.7 GLX SPORT 4X4",2008,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2008_4x4_full_35949220.htm",35949220,1e+05,5700000,NA,"4x4","Bencina","Automático",8,8715,100,"Suzuki","GrandNomade","Yapo",NA
"1056","SUZUKI GRAND NOMADE2.7 GLX SPORT 4X4",2008,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2008_4x4_full_35949220.htm",35949220,1e+05,5700000,NA,"4x4","Bencina","Automático",8,8715,100,"Suzuki","GrandNomade","Yapo",NA
"1057","SUZUKI GRAND NOMADE",2010,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2010_35947214.htm",35947214,72143,7590000,NA,"4x4","Bencina","Manual",6,11605,72.143,"Suzuki","GrandNomade","Yapo",NA
"1058","SUZUKI GRAND NOMADE",2010,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2010_35947214.htm",35947214,72143,7590000,NA,"4x4","Bencina","Manual",6,11605,72.143,"Suzuki","GrandNomade","Yapo",NA
"1059","SUZUKI GRAND NOMADE2.7 GLX SPORT 4X4",2004,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_gran_nomade_xl7_35946836.htm",35946836,170000,5000100,NA,"4x4","Bencina","Automático",12,7645,170,"Suzuki","GrandNomade","Yapo",NA
"1060","SUZUKI GRAND NOMADE2.7 GLX SPORT 4X4",2004,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_gran_nomade_xl7_35946836.htm",35946836,170000,5000100,NA,"4x4","Bencina","Automático",12,7645,170,"Suzuki","GrandNomade","Yapo",NA
"1061","SUZUKI GRAND NOMADE2.0 LL EE 4X4",2006,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_full_automatico_35946194.htm",35946194,140000,6200000,NA,"Automóvil","Bencina","Manual",10,9480,140,"Suzuki","GrandNomade","Yapo",NA
"1062","SUZUKI GRAND NOMADE2.0 LL EE 4X4",2006,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_full_automatico_35946194.htm",35946194,140000,6200000,NA,"Automóvil","Bencina","Manual",10,9480,140,"Suzuki","GrandNomade","Yapo",NA
"1063","SUZUKI GRAND NOMADE2.0 GLX 4X2",2010,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2010_35943332.htm",35943332,114000,7e+06,NA,"Automóvil","Bencina","Manual",6,10703,114,"Suzuki","GrandNomade","Yapo",NA
"1064","SUZUKI GRAND NOMADE2.0 GLX 4X2",2010,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2010_35943332.htm",35943332,114000,7e+06,NA,"Automóvil","Bencina","Manual",6,10703,114,"Suzuki","GrandNomade","Yapo",NA
"1065","SUZUKI GRAND NOMADEGLX SPORT 4X2",2013,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2013_35942854.htm",35942854,65000,8200000,NA,"Automóvil","Bencina","Manual",3,12538,65,"Suzuki","GrandNomade","Yapo",NA
"1066","SUZUKI GRAND NOMADEGLX SPORT 4X2",2013,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2013_35942854.htm",35942854,65000,8200000,NA,"Automóvil","Bencina","Manual",3,12538,65,"Suzuki","GrandNomade","Yapo",NA
"1067","SUZUKI GRAND NOMADE2.4 2WD GLX SPORT",2012,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/gran_nomade_2_4_30865063.htm",30865063,68000,7300000,8250000,"Automóvil","Bencina","Manual",4,11162,68,"Suzuki","GrandNomade","Yapo",NA
"1068","SUZUKI GRAND NOMADE2.4 2WD GLX SPORT",2012,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/gran_nomade_2_4_30865063.htm",30865063,68000,7300000,8250000,"Automóvil","Bencina","Manual",4,11162,68,"Suzuki","GrandNomade","Yapo",NA
"1069","SUZUKI GRAND NOMADEGLX 4X2",2014,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2014_35959002.htm",35959002,28980,9490000,NA,"4x4","Bencina","Automático",2,14510,28.98,"Suzuki","GrandNomade","Yapo",NA
"1070","SUZUKI GRAND NOMADE2.0 GLX 4X2",2008,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2008_35933939.htm",35933939,170000,6290000,NA,"Automóvil","Bencina","Manual",8,9617,170,"Suzuki","GrandNomade","Yapo",NA
"1071","SUZUKI GRAND NOMADE2.0 GLX 4X2",2008,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2008_35933939.htm",35933939,170000,6290000,NA,"Automóvil","Bencina","Manual",8,9617,170,"Suzuki","GrandNomade","Yapo",NA
"1072","SUZUKI GRAND NOMADE2.0",2008,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2008_35932782.htm",35932782,131000,5800000,NA,"Automóvil","Bencina","Manual",8,8868,131,"Suzuki","GrandNomade","Yapo",NA
"1073","SUZUKI GRAND NOMADE2.0",2008,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2008_35932782.htm",35932782,131000,5800000,NA,"Automóvil","Bencina","Manual",8,8868,131,"Suzuki","GrandNomade","Yapo",NA
"1074","SUZUKI GRAND NOMADE2.0 GLX SPORT 4X4",2009,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/susuki_grand_nomade_automatica_35932603.htm",35932603,85000,6850000,NA,"Automóvil","Bencina","Manual",7,10474,85,"Suzuki","GrandNomade","Yapo",NA
"1075","SUZUKI GRAND NOMADE2.0 GLX SPORT 4X4",2009,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/susuki_grand_nomade_automatica_35932603.htm",35932603,85000,6850000,NA,"Automóvil","Bencina","Manual",7,10474,85,"Suzuki","GrandNomade","Yapo",NA
"1076","SUZUKI GRAND NOMADE2.0 GLX 4X4",1997,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_nomade_1997_33173986.htm",33173986,2e+05,2700000,NA,"Automóvil","Bencina","Manual",19,4128,200,"Suzuki","GrandNomade","Yapo",NA
"1077","SUZUKI GRAND NOMADE2.0 GLX 4X4",1997,"2016-10-28","http://www.yapo.cl/region_metropolitana/autos/suzuki_nomade_1997_33173986.htm",33173986,2e+05,2700000,NA,"Automóvil","Bencina","Manual",19,4128,200,"Suzuki","GrandNomade","Yapo",NA
"1078","SUZUKI GRAND NOMADE2.0 GLX 4X2",2008,"2016-10-27","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2008_35928848.htm",35928848,114000,6200000,NA,"Automóvil","Bencina","Automático",8,9480,114,"Suzuki","GrandNomade","Yapo",NA
"1079","SUZUKI GRAND NOMADE2.0 GLX 4X2",2008,"2016-10-27","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2008_35928848.htm",35928848,114000,6200000,NA,"Automóvil","Bencina","Automático",8,9480,114,"Suzuki","GrandNomade","Yapo",NA
"1080","SUZUKI GRAND NOMADE2.0 GLX 4X2",2007,"2016-10-27","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2007_35922339.htm",35922339,180000,5500000,NA,"Automóvil","Bencina","Manual",9,8409,180,"Suzuki","GrandNomade","Yapo",NA
"1081","SUZUKI GRAND NOMADE2.0 GLX 4X2",2007,"2016-10-27","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2007_35922339.htm",35922339,180000,5500000,NA,"Automóvil","Bencina","Manual",9,8409,180,"Suzuki","GrandNomade","Yapo",NA
"1082","SUZUKI GRAND NOMADE2.0",2009,"2016-10-27","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2009_35921563.htm",35921563,1e+05,6500000,7e+06,"Camioneta","Bencina","Manual",7,9938,100,"Suzuki","GrandNomade","Yapo",NA
"1083","SUZUKI GRAND NOMADE2.0",2009,"2016-10-27","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2009_35921563.htm",35921563,1e+05,6500000,7e+06,"Camioneta","Bencina","Manual",7,9938,100,"Suzuki","GrandNomade","Yapo",NA
"1084","SUZUKI GRAND NOMADEXL7 LL VC",2004,"2016-10-27","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_xl7_2004_7525200.htm",7525200,139700,6400000,6650000,"Automóvil","Bencina","Manual",12,9785,139.7,"Suzuki","GrandNomade","Yapo",NA
"1085","SUZUKI GRAND NOMADEXL7 LL VC",2004,"2016-10-27","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_xl7_2004_7525200.htm",7525200,139700,6400000,6650000,"Automóvil","Bencina","Manual",12,9785,139.7,"Suzuki","GrandNomade","Yapo",NA
"1086","SUZUKI GRAND NOMADEGRAND NOMADE",2015,"2016-10-27","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2015_35907182.htm",35907182,90968,8e+06,NA,"4x4","Bencina","Automático",1,12232,90.968,"Suzuki","GrandNomade","Yapo",NA
"1087","SUZUKI GRAND NOMADEGRAND NOMADE",2015,"2016-10-27","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2015_35907182.htm",35907182,90968,8e+06,NA,"4x4","Bencina","Automático",1,12232,90.968,"Suzuki","GrandNomade","Yapo",NA
"1088","SUZUKI GRAND NOMADEGLX SPORT 4X2",2013,"2016-10-27","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2013_35905144.htm",35905144,60000,8500000,NA,"Automóvil","Bencina","Manual",3,12996,60,"Suzuki","GrandNomade","Yapo",NA
"1089","SUZUKI GRAND NOMADEGLX SPORT 4X2",2013,"2016-10-27","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2013_35905144.htm",35905144,60000,8500000,NA,"Automóvil","Bencina","Manual",3,12996,60,"Suzuki","GrandNomade","Yapo",NA
"1090","SUZUKI GRAND NOMADE2.0 GLX 4X4",2008,"2016-10-26","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_ano_2008__precio_conversable_35889130.htm",35889130,130000,5800000,NA,"4x4","Bencina","Manual",8,8868,130,"Suzuki","GrandNomade","Yapo",NA
"1091","SUZUKI GRAND NOMADE2.0 GLX 4X4",2008,"2016-10-26","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_ano_2008__precio_conversable_35889130.htm",35889130,130000,5800000,NA,"4x4","Bencina","Manual",8,8868,130,"Suzuki","GrandNomade","Yapo",NA
"1092","SUZUKI GRAND NOMADE2.0 GLX 4X4",2009,"2016-10-26","http://www.yapo.cl/region_metropolitana/autos/vendo_camioneta_4x4_susuki_grand_nomade_35879337.htm",35879337,70000,6400000,NA,"Automóvil","Bencina","Manual",7,9785,70,"Suzuki","GrandNomade","Yapo",NA
"1093","SUZUKI GRAND NOMADE2.0 GLX 4X4",2009,"2016-10-26","http://www.yapo.cl/region_metropolitana/autos/vendo_camioneta_4x4_susuki_grand_nomade_35879337.htm",35879337,70000,6400000,NA,"Automóvil","Bencina","Manual",7,9785,70,"Suzuki","GrandNomade","Yapo",NA
"1094","SUZUKI GRAND NOMADE2.7 GLX SPORT 4X4",2009,"2016-10-26","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2009_35878591.htm",35878591,90000,7990000,NA,"Automóvil","Bencina","Automático",7,12217,90,"Suzuki","GrandNomade","Yapo",NA
"1095","SUZUKI GRAND NOMADE2.7 GLX SPORT 4X4",2009,"2016-10-26","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2009_35878591.htm",35878591,90000,7990000,NA,"Automóvil","Bencina","Automático",7,12217,90,"Suzuki","GrandNomade","Yapo",NA
"1096","SUZUKI GRAND NOMADE3.2 A.CUERO 4X4",2009,"2016-10-26","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2009_credito_automotriz_35877701.htm",35877701,110400,7500000,NA,"Automóvil","Bencina","Automático",7,11467,110.4,"Suzuki","GrandNomade","Yapo",NA
"1097","SUZUKI GRAND NOMADE3.2 A.CUERO 4X4",2009,"2016-10-26","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2009_credito_automotriz_35877701.htm",35877701,110400,7500000,NA,"Automóvil","Bencina","Automático",7,11467,110.4,"Suzuki","GrandNomade","Yapo",NA
"1098","SUZUKI GRAND NOMADE2.4 AT GLX NAV",2014,"2016-10-26","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2014_4x4_credito_automotriz_35877490.htm",35877490,38000,9700000,NA,"Automóvil","Bencina","Automático",2,14831,38,"Suzuki","GrandNomade","Yapo",NA
"1099","SUZUKI GRAND NOMADE2.4 AT GLX NAV",2014,"2016-10-26","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2014_4x4_credito_automotriz_35877490.htm",35877490,38000,9700000,NA,"Automóvil","Bencina","Automático",2,14831,38,"Suzuki","GrandNomade","Yapo",NA
"1100","SUZUKI GRAND NOMADE2.0 GLX SPORT 4X4",2010,"2016-10-26","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2010_35876940.htm",35876940,49456,7980000,NA,"Automóvil","Bencina","Automático",6,12201,49.456,"Suzuki","GrandNomade","Yapo",NA
"1101","SUZUKI GRAND NOMADE2.0 GLX SPORT 4X4",2010,"2016-10-26","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2010_35876940.htm",35876940,49456,7980000,NA,"Automóvil","Bencina","Automático",6,12201,49.456,"Suzuki","GrandNomade","Yapo",NA
"1102","SUZUKI GRAND NOMADE2.0",2007,"2016-10-26","http://www.yapo.cl/region_metropolitana/autos/suzuki_grand_nomade_2007_35873884.htm",35873884,176000,5750000,NA,"Automóvil","Bencina","Manual",9,8792,176,"Suzuki","GrandNomade","Yapo",NA
